"","id","income","education","gender","age","union","height","weight","surveydate","female"
"7657",7657,12000,4,"male",24,"no",178,120,2015-08-02,FALSE
"7658",7658,50000,5,"male",44,"no",168,138,2015-07-29,FALSE
"7659",7659,12000,3,"male",62,"no",158,130,2015-07-30,FALSE
"7660",7660,2e+05,13,"male",53,"yes",186,156,2015-08-12,FALSE
"7661",7661,40000,6,"male",58,"no",170,134,2015-08-04,FALSE
"7662",7662,150000,12,"male",56,"used to be",170,120,2015-08-03,FALSE
"7663",7663,30000,6,"female",33,"no",160,110,2015-08-04,TRUE
"7664",7664,0,6,"female",54,"no",153,106,2015-08-31,TRUE
"7665",7665,36000,3,"female",33,"no",162,115,2015-08-08,TRUE
"7666",7666,60000,6,"female",30,"no",160,100,2015-08-14,TRUE
"7667",7667,50000,6,"male",60,"no",165,130,2015-08-26,FALSE
"7668",7668,30000,4,"female",49,"no",160,126,2015-08-05,TRUE
"7669",7669,42000,3,"female",45,"no",157,114,2015-08-10,TRUE
"7670",7670,50000,9,"female",51,"used to be",168,100,2015-08-07,TRUE
"7671",7671,12000,7,"female",24,"no",161,108,2015-08-04,TRUE
"7672",7672,960000,12,"male",73,"used to be",165,63,2015-09-04,FALSE
"7673",7673,0,3,"female",62,"no",175,110,2015-09-08,TRUE
"7674",7674,0,4,"female",36,"no",160,124,2015-08-10,TRUE
"7675",7675,40000,11,"male",36,"no",175,125,2015-08-04,FALSE
"7676",7676,5e+05,6,"male",46,"no",170,120,2015-09-03,FALSE
"7677",7677,50000,4,"male",25,"no",172,120,2015-07-31,FALSE
"7678",7678,24000,8,"male",33,"no",172,130,2015-08-04,FALSE
"7679",7679,70000,12,"female",49,"no",160,120,2015-08-13,TRUE
"7680",7680,2e+05,13,"female",26,"no",150,108,2015-09-04,TRUE
"7681",7681,10000,1,"male",66,"no",164,100,2015-07-30,FALSE
"7682",7682,20000,1,"female",48,"no",155,110,2015-08-05,TRUE
"7683",7683,20000,5,"female",20,"no",153,106,2015-08-05,TRUE
"7684",7684,70000,12,"male",62,"yes",170,120,2015-07-27,FALSE
"7685",7685,0,1,"female",49,"no",165,130,2015-08-03,TRUE
"7686",7686,30000,6,"male",59,"used to be",178,110,2015-08-07,FALSE
"7687",7687,20000,10,"male",41,"no",170,130,2015-08-05,FALSE
"7688",7688,40000,12,"male",24,"no",170,128,2015-09-04,FALSE
"7689",7689,24000,3,"female",79,"no",160,110,2015-08-07,TRUE
"7690",7690,2e+05,9,"female",43,"no",158,100,2015-08-16,TRUE
"7691",7691,17000,3,"male",45,"no",172,130,2015-08-05,FALSE
"7692",7692,0,13,"female",26,"no",174,108,2015-09-03,TRUE
"7693",7693,150000,9,"male",52,"no",174,140,2015-08-14,FALSE
"7694",7694,30000,4,"male",52,"no",170,125,2015-08-07,FALSE
"7695",7695,0,6,"male",59,"used to be",165,110,2015-08-29,FALSE
"7696",7696,35000,4,"female",61,"used to be",158,130,2015-08-29,TRUE
"7697",7697,12000,4,"female",52,"yes",159,120,2015-08-01,TRUE
"7698",7698,0,3,"female",43,"no",160,100,2015-08-02,TRUE
"7699",7699,12000,4,"male",45,"no",172,140,2015-08-10,FALSE
"7700",7700,5000,3,"male",40,"yes",170,120,2015-07-30,FALSE
"7701",7701,30000,7,"male",52,"used to be",175,150,2015-08-28,FALSE
"7702",7702,1e+05,12,"male",36,"yes",166,120,2015-08-01,FALSE
"7703",7703,48000,7,"male",29,"no",172,135,2015-08-03,FALSE
"7704",7704,1e+05,12,"male",24,"yes",173,140,2015-09-04,FALSE
"7705",7705,1e+05,12,"male",25,"no",170,130,2015-08-15,FALSE
"7706",7706,1e+05,6,"male",52,"no",172,125,2015-08-04,FALSE
"7707",7707,48000,4,"male",33,"no",175,150,2015-08-11,FALSE
"7708",7708,0,1,"female",57,"no",154,120,2015-08-01,TRUE
"7709",7709,30000,6,"male",49,"no",170,106,2015-08-09,FALSE
"7710",7710,60000,4,"male",25,"no",180,156,2015-08-16,FALSE
"7711",7711,36000,4,"female",35,"no",158,116,2015-08-04,TRUE
"7712",7712,40000,6,"female",63,"used to be",155,108,2015-08-01,TRUE
"7713",7713,0,3,"male",68,"no",165,100,2015-08-10,FALSE
"7714",7714,30000,4,"female",32,"no",158,100,2015-08-08,TRUE
"7715",7715,60000,9,"male",66,"used to be",160,130,2015-09-01,FALSE
"7716",7716,8e+05,12,"female",42,"no",175,130,2015-08-13,TRUE
"7717",7717,50000,7,"female",62,"used to be",151,120,2015-07-27,TRUE
"7718",7718,60000,14,"female",83,"no",140,125,2015-08-11,TRUE
"7719",7719,2e+05,10,"male",46,"no",172,140,2015-08-15,FALSE
"7720",7720,1e+05,12,"male",27,"no",175,110,2015-09-05,FALSE
"7721",7721,1e+05,9,"female",41,"no",150,96,2015-07-24,TRUE
"7722",7722,20000,9,"female",31,"no",164,42,2015-08-29,TRUE
"7723",7723,80000,3,"male",82,"used to be",160,120,2015-08-16,FALSE
"7724",7724,20000,6,"male",56,"yes",170,120,2015-08-05,FALSE
"7725",7725,1e+05,6,"female",50,"yes",150,100,2015-08-29,TRUE
"7726",7726,6e+05,12,"male",37,"no",170,135,2015-08-11,FALSE
"7727",7727,84000,3,"female",46,"no",160,110,2015-08-01,TRUE
"7728",7728,0,3,"female",29,"no",167,90,2015-08-15,TRUE
"7729",7729,24000,10,"female",28,"no",161,98,2015-08-05,TRUE
"7730",7730,10000,11,"female",20,"no",168,96,2015-09-06,TRUE
"7731",7731,5e+05,12,"male",42,"no",173,130,2015-07-28,FALSE
"7732",7732,70000,12,"male",28,"no",168,132,2015-08-08,FALSE
"7733",7733,40000,4,"male",51,"no",160,135,2015-08-05,FALSE
"7734",7734,40000,6,"male",53,"no",162,120,2015-08-15,FALSE
"7735",7735,40000,4,"female",32,"no",160,106,2015-07-24,TRUE
"7736",7736,6000,1,"female",66,"no",157,116,2015-08-05,TRUE
"7737",7737,4000,1,"female",93,"no",158,80,2015-07-29,TRUE
"7738",7738,1e+05,12,"female",38,"no",160,98,2015-08-14,TRUE
"7739",7739,0,4,"male",42,"no",160,140,2015-08-04,FALSE
"7740",7740,35000,5,"female",31,"no",161,102,2015-08-04,TRUE
"7741",7741,24000,4,"female",66,"no",153,94,2015-08-02,TRUE
"7742",7742,130000,11,"male",40,"no",180,175,2015-08-14,FALSE
"7743",7743,0,4,"female",34,"no",162,98,2015-08-05,TRUE
"7744",7744,0,7,"female",28,"no",154,120,2015-08-05,TRUE
"7745",7745,30000,3,"male",58,"no",170,110,2015-08-05,FALSE
"7746",7746,30000,9,"male",35,"used to be",170,130,2015-07-25,FALSE
"7747",7747,3e+05,13,"male",46,"no",170,150,2015-09-08,FALSE
"7748",7748,48000,4,"female",20,"no",165,110,2015-08-04,TRUE
"7749",7749,5e+06,11,"male",35,"yes",170,128,2015-08-14,FALSE
"7750",7750,31720,12,"female",47,"no",158,100,2015-08-14,TRUE
"7751",7751,0,10,"male",20,"no",174,130,2015-09-02,FALSE
"7752",7752,90000,4,"male",66,"no",166,135,2015-08-14,FALSE
"7753",7753,60000,3,"male",79,"no",160,100,2015-08-30,FALSE
"7754",7754,35000,4,"male",45,"no",167,167,2015-07-25,FALSE
"7755",7755,68000,4,"female",65,"used to be",148,120,2015-08-12,TRUE
"7756",7756,0,3,"female",42,"no",162,87,2015-08-01,TRUE
"7757",7757,40000,3,"male",71,"used to be",165,100,2015-08-01,FALSE
"7758",7758,0,3,"female",45,"no",150,120,2015-08-05,TRUE
"7759",7759,30000,6,"female",59,"used to be",163,120,2015-07-31,TRUE
"7760",7760,30000,5,"female",22,"no",170,100,2015-08-09,TRUE
"7761",7761,20000,6,"female",51,"used to be",164,135,2015-08-03,TRUE
"7762",7762,0,6,"female",49,"no",157,112,2015-08-13,TRUE
"7763",7763,40000,6,"male",48,"no",170,150,2015-09-04,FALSE
"7764",7764,30000,5,"female",60,"no",156,94,2015-08-09,TRUE
"7765",7765,2e+05,12,"male",30,"no",174,148,2015-07-28,FALSE
"7766",7766,30000,3,"female",45,"no",155,108,2015-08-01,TRUE
"7767",7767,2e+05,13,"male",33,"yes",172,160,2015-09-06,FALSE
"7768",7768,0,6,"female",54,"no",151,63,2015-08-02,TRUE
"7769",7769,40000,6,"female",25,"no",165,110,2015-08-01,TRUE
"7770",7770,130000,11,"female",49,"no",165,118,2015-08-13,TRUE
"7771",7771,72000,4,"female",79,"no",155,130,2015-08-15,TRUE
"7772",7772,60000,12,"female",25,"no",165,104,2015-08-14,TRUE
"7773",7773,2e+05,4,"male",42,"no",162,110,2015-08-09,FALSE
"7774",7774,30000,4,"male",53,"no",170,130,2015-08-13,FALSE
"7775",7775,660,1,"male",69,"no",165,120,2015-09-11,FALSE
"7776",7776,5000,10,"female",20,"no",160,100,2015-08-09,TRUE
"7777",7777,0,12,"female",78,"used to be",156,81,2015-09-08,TRUE
"7778",7778,150000,12,"female",39,"yes",165,100,2015-08-13,TRUE
"7779",7779,50000,3,"female",50,"no",165,106,2015-08-15,TRUE
"7780",7780,1e+05,12,"female",32,"yes",160,100,2015-09-08,TRUE
"7781",7781,35000,5,"male",45,"used to be",170,140,2015-09-01,FALSE
"7782",7782,40000,6,"male",31,"no",174,110,2015-09-03,FALSE
"7783",7783,0,3,"female",53,"no",153,120,2015-08-06,TRUE
"7784",7784,50000,9,"male",65,"no",162,120,2015-08-31,FALSE
"7785",7785,31200,4,"female",55,"no",148,85,2015-07-27,TRUE
"7786",7786,50000,13,"female",28,"yes",165,120,2015-09-08,TRUE
"7787",7787,30000,4,"male",27,"no",168,134,2015-07-28,FALSE
"7788",7788,1e+05,10,"female",42,"no",160,100,2015-09-05,TRUE
"7789",7789,70000,6,"male",58,"yes",170,120,2015-09-07,FALSE
"7790",7790,24000,12,"male",21,"no",176,160,2015-09-09,FALSE
"7791",7791,40000,12,"female",35,"no",163,105,2015-08-16,TRUE
"7792",7792,0,9,"female",22,"no",158,88,2015-09-07,TRUE
"7793",7793,1e+05,4,"male",46,"no",165,125,2015-08-06,FALSE
"7794",7794,80000,12,"male",70,"used to be",165,170,2015-08-13,FALSE
"7795",7795,50000,12,"female",27,"no",160,95,2015-09-07,TRUE
"7796",7796,120000,6,"female",37,"no",155,110,2015-08-16,TRUE
"7797",7797,0,6,"male",32,"no",178,120,2015-09-12,FALSE
"7798",7798,1e+05,13,"male",42,"no",170,140,2015-08-16,FALSE
"7799",7799,40000,3,"male",85,"used to be",175,150,2015-08-16,FALSE
"7800",7800,30000,6,"female",40,"no",158,102,2015-09-05,TRUE
"7801",7801,90000,7,"female",36,"no",157,108,2015-09-01,TRUE
"7802",7802,80000,6,"male",59,"no",163,124,2015-09-07,FALSE
"7803",7803,25000,1,"female",46,"no",155,98,2015-09-02,TRUE
"7804",7804,60000,12,"female",67,"used to be",150,130,2015-08-06,TRUE
"7805",7805,2e+05,12,"male",46,"used to be",175,120,2015-09-08,FALSE
"7806",7806,60000,4,"female",29,"no",163,110,2015-09-11,TRUE
"7807",7807,32000,6,"female",52,"used to be",163,82,2015-09-02,TRUE
"7808",7808,130000,12,"male",36,"no",180,160,2015-09-05,FALSE
"7809",7809,35000,6,"female",48,"no",160,105,2015-07-28,TRUE
"7810",7810,20000,4,"male",56,"no",168,135,2015-08-07,FALSE
"7811",7811,36000,4,"male",80,"no",150,100,2015-09-01,FALSE
"7812",7812,0,6,"female",52,"used to be",157,130,2015-09-12,TRUE
"7813",7813,60000,6,"female",30,"no",162,108,2015-07-29,TRUE
"7814",7814,30000,7,"female",45,"no",160,120,2015-09-08,TRUE
"7815",7815,50000,6,"male",44,"used to be",175,130,2015-07-29,FALSE
"7816",7816,50000,10,"male",32,"no",178,150,2015-09-10,FALSE
"7817",7817,12000,6,"female",59,"no",150,100,2015-09-06,TRUE
"7818",7818,1e+05,5,"female",35,"no",161,104,2015-09-07,TRUE
"7819",7819,150000,12,"female",28,"no",162,100,2015-09-08,TRUE
"7820",7820,50000,6,"female",45,"no",158,120,2015-08-06,TRUE
"7821",7821,0,6,"female",59,"used to be",150,140,2015-08-07,TRUE
"7822",7822,1e+05,13,"female",30,"used to be",162,90,2015-09-09,TRUE
"7823",7823,35000,6,"female",58,"no",156,102,2015-08-07,TRUE
"7824",7824,24000,9,"female",33,"no",155,76,2015-08-06,TRUE
"7825",7825,30000,7,"male",67,"no",172,135,2015-08-07,FALSE
"7826",7826,10000,3,"female",62,"no",155,130,2015-09-09,TRUE
"7827",7827,30000,4,"male",62,"no",172,120,2015-08-11,FALSE
"7828",7828,20000,6,"female",18,"no",152,90,2015-09-09,TRUE
"7829",7829,50000,7,"male",47,"no",175,160,2015-09-09,FALSE
"7830",7830,60000,10,"female",49,"yes",160,110,2015-08-11,TRUE
"7831",7831,70000,12,"female",38,"yes",155,90,2015-08-10,TRUE
"7832",7832,0,5,"female",31,"no",165,90,2015-09-12,TRUE
"7833",7833,0,6,"female",40,"no",162,120,2015-09-11,TRUE
"7834",7834,1e+05,12,"male",37,"no",168,130,2015-09-11,FALSE
"7835",7835,40000,4,"male",70,"used to be",149,102,2015-09-11,FALSE
"7836",7836,30000,13,"female",30,"yes",155,100,2015-09-12,TRUE
"7837",7837,25000,7,"male",30,"no",170,120,2015-09-04,FALSE
"7838",7838,20400,6,"female",37,"no",158,115,2015-09-03,TRUE
"7839",7839,840,1,"female",72,"no",150,88,2015-09-20,TRUE
"7840",7840,0,7,"male",18,"no",165,145,2015-09-22,FALSE
"7841",7841,24000,7,"female",58,"used to be",150,80,2015-09-04,TRUE
"7842",7842,48000,7,"male",63,"used to be",168,140,2015-09-08,FALSE
"7843",7843,2800,1,"female",62,"no",152,90,2015-09-21,TRUE
"7844",7844,800,6,"female",53,"no",135,95,2015-09-20,TRUE
"7845",7845,1200,1,"female",72,"no",155,80,2015-09-23,TRUE
"7846",7846,1000,1,"female",65,"no",150,80,2015-09-23,TRUE
"7847",7847,0,1,"female",74,"no",158,130,2015-09-21,TRUE
"7848",7848,2000,3,"male",73,"no",158,120,2015-09-20,FALSE
"7849",7849,24000,4,"male",70,"no",160,120,2015-09-21,FALSE
"7850",7850,12000,9,"female",39,"no",150,102,2015-09-21,TRUE
"7851",7851,68000,3,"male",82,"used to be",170,148,2015-09-02,FALSE
"7852",7852,0,4,"male",60,"no",168,100,2015-09-20,FALSE
"7853",7853,6200,4,"male",61,"no",162,120,2015-09-22,FALSE
"7854",7854,25000,7,"male",36,"no",174,130,2015-09-08,FALSE
"7855",7855,4000,4,"male",51,"yes",170,130,2015-09-21,FALSE
"7856",7856,1000,4,"male",66,"no",160,100,2015-09-01,FALSE
"7857",7857,7500,4,"male",60,"no",167,160,2015-09-21,FALSE
"7858",7858,1140,4,"male",80,"no",170,93,2015-09-01,FALSE
"7859",7859,15000,6,"female",29,"no",153,82,2015-09-01,TRUE
"7860",7860,1e+05,7,"female",20,"no",157,115,2015-09-02,TRUE
"7861",7861,5000,4,"female",49,"no",153,110,2015-09-21,TRUE
"7862",7862,10000,3,"female",52,"no",160,130,2015-09-22,TRUE
"7863",7863,12000,3,"male",40,"no",175,130,2015-09-04,FALSE
"7864",7864,2000,3,"female",64,"no",150,115,2015-09-22,TRUE
"7865",7865,4000,3,"male",66,"no",160,120,2015-09-22,FALSE
"7866",7866,7000,4,"male",53,"no",168,110,2015-09-23,FALSE
"7867",7867,36000,4,"male",66,"yes",156,100,2015-09-21,FALSE
"7868",7868,12000,7,"male",36,"no",165,120,2015-09-08,FALSE
"7869",7869,3516,3,"male",64,"no",158,120,2015-09-20,FALSE
"7870",7870,4000,3,"female",37,"no",148,90,2015-09-23,TRUE
"7871",7871,12000,4,"male",45,"no",150,120,2015-09-03,FALSE
"7872",7872,3000,1,"female",57,"no",155,95,2015-09-23,TRUE
"7873",7873,0,3,"male",63,"no",150,110,2015-09-21,FALSE
"7874",7874,1575,3,"female",47,"no",158,95,2015-09-22,TRUE
"7875",7875,3500,4,"male",38,"no",173,128,2015-09-20,FALSE
"7876",7876,60000,9,"female",41,"no",160,116,2015-09-10,TRUE
"7877",7877,2270,3,"female",78,"no",145,90,2015-09-20,TRUE
"7878",7878,1000,3,"female",47,"no",155,100,2015-09-23,TRUE
"7879",7879,1200,4,"male",58,"no",170,140,2015-09-23,FALSE
"7880",7880,60000,12,"male",71,"used to be",161,125,2015-09-02,FALSE
"7881",7881,10000,4,"female",50,"yes",165,130,2015-09-10,TRUE
"7882",7882,24000,3,"male",49,"no",160,130,2015-09-07,FALSE
"7883",7883,7000,4,"male",26,"no",165,130,2015-09-22,FALSE
"7884",7884,6000,1,"female",62,"no",150,120,2015-09-23,TRUE
"7885",7885,2000,3,"female",42,"no",145,94,2015-09-21,TRUE
"7886",7886,2400,3,"male",72,"no",170,93,2015-09-22,FALSE
"7887",7887,0,4,"male",52,"no",168,130,2015-09-23,FALSE
"7888",7888,7000,4,"male",43,"no",164,140,2015-09-19,FALSE
"7889",7889,14400,1,"female",59,"no",155,105,2015-09-03,TRUE
"7890",7890,18000,6,"female",55,"used to be",156,110,2015-09-08,TRUE
"7891",7891,20000,4,"female",58,"used to be",150,128,2015-09-04,TRUE
"7892",7892,1800,4,"male",65,"no",162,90,2015-09-20,FALSE
"7893",7893,1200,3,"female",42,"no",155,110,2015-09-20,TRUE
"7894",7894,18000,7,"female",20,"no",155,110,2015-09-07,TRUE
"7895",7895,0,4,"male",48,"no",158,134,2015-09-21,FALSE
"7896",7896,0,4,"male",56,"no",165,128,2015-08-31,FALSE
"7897",7897,2000,3,"female",60,"no",140,100,2015-09-23,TRUE
"7898",7898,20000,4,"male",31,"used to be",168,122,2015-09-22,FALSE
"7899",7899,0,1,"female",61,"no",155,130,2015-09-23,TRUE
"7900",7900,26400,4,"male",65,"used to be",173,160,2015-09-01,FALSE
"7901",7901,2100,1,"female",83,"no",140,70,2015-09-21,TRUE
"7902",7902,7000,4,"male",47,"no",158,120,2015-09-22,FALSE
"7903",7903,4800,3,"female",57,"no",156,90,2015-09-22,TRUE
"7904",7904,2000,8,"male",36,"no",166,135,2015-09-23,FALSE
"7905",7905,500,4,"male",62,"no",160,150,2015-09-01,FALSE
"7906",7906,15000,4,"male",42,"no",165,116,2015-08-31,FALSE
"7907",7907,25000,3,"female",37,"no",158,110,2015-09-20,TRUE
"7908",7908,2000,4,"male",72,"used to be",165,100,2015-09-21,FALSE
"7909",7909,0,4,"male",51,"no",165,130,2015-09-21,FALSE
"7910",7910,0,3,"female",28,"no",148,80,2015-09-05,TRUE
"7911",7911,0,3,"female",39,"no",165,100,2015-09-23,TRUE
"7912",7912,1500,4,"female",58,"no",150,85,2015-08-31,TRUE
"7913",7913,24000,5,"male",74,"no",162,120,2015-09-03,FALSE
"7914",7914,6000,4,"male",57,"no",160,110,2015-09-20,FALSE
"7915",7915,3000,4,"male",52,"no",162,110,2015-09-23,FALSE
"7916",7916,12000,4,"male",74,"no",164,110,2015-09-03,FALSE
"7917",7917,25000,4,"female",27,"no",158,108,2015-09-02,TRUE
"7918",7918,14400,3,"female",61,"no",150,120,2015-09-07,TRUE
"7919",7919,3000,3,"female",51,"no",160,125,2015-09-20,TRUE
"7920",7920,26400,3,"female",63,"used to be",148,110,2015-09-02,TRUE
"7921",7921,1000,3,"female",67,"no",160,100,2015-09-20,TRUE
"7922",7922,1000,4,"female",42,"no",155,110,2015-08-31,TRUE
"7923",7923,15000,4,"male",38,"no",169,158,2015-09-01,FALSE
"7924",7924,36000,7,"male",74,"used to be",176,120,2015-09-23,FALSE
"7925",7925,18000,3,"female",60,"no",156,116,2015-08-31,TRUE
"7926",7926,0,3,"female",58,"no",150,100,2015-09-22,TRUE
"7927",7927,40000,12,"female",30,"no",158,100,2015-09-08,TRUE
"7928",7928,70000,10,"male",25,"no",171,112,2015-09-08,FALSE
"7929",7929,6000,6,"male",50,"no",158,120,2015-09-22,FALSE
"7930",7930,1044,1,"female",62,"no",160,110,2015-09-22,TRUE
"7931",7931,3000,4,"male",49,"no",160,110,2015-09-22,FALSE
"7932",7932,0,3,"male",69,"no",170,103,2015-09-21,FALSE
"7933",7933,60,1,"female",83,"no",150,80,2015-09-22,TRUE
"7934",7934,60000,7,"male",34,"used to be",175,155,2015-09-03,FALSE
"7935",7935,8000,4,"female",24,"no",158,92,2015-09-22,TRUE
"7936",7936,1e+05,12,"female",45,"yes",163,120,2015-09-02,TRUE
"7937",7937,0,3,"female",37,"no",153,122,2015-09-02,TRUE
"7938",7938,5000,3,"female",40,"no",150,100,2015-09-20,TRUE
"7939",7939,1e+05,9,"male",40,"no",160,135,2015-09-05,FALSE
"7940",7940,0,3,"male",80,"no",162,116,2015-09-22,FALSE
"7941",7941,12000,4,"female",45,"no",158,110,2015-09-01,TRUE
"7942",7942,20000,9,"male",50,"yes",167,130,2015-09-02,FALSE
"7943",7943,1300,3,"male",57,"no",165,140,2015-09-22,FALSE
"7944",7944,30000,4,"male",27,"no",170,110,2015-09-07,FALSE
"7945",7945,18000,3,"female",46,"used to be",150,90,2015-09-03,TRUE
"7946",7946,900,1,"female",79,"no",145,75,2015-09-22,TRUE
"7947",7947,70000,11,"male",29,"no",165,118,2015-09-09,FALSE
"7948",7948,10000,1,"female",62,"no",160,103,2015-09-22,TRUE
"7949",7949,3000,3,"female",59,"no",160,120,2015-09-23,TRUE
"7950",7950,0,4,"female",24,"no",158,120,2015-09-21,TRUE
"7951",7951,30000,4,"male",35,"no",173,150,2015-09-22,FALSE
"7952",7952,21600,4,"female",61,"used to be",156,120,2015-09-03,TRUE
"7953",7953,22800,4,"female",67,"yes",148,76,2015-09-03,TRUE
"7954",7954,5500,6,"male",55,"no",175,110,2015-09-21,FALSE
"7955",7955,15000,4,"female",62,"no",155,95,2015-09-20,TRUE
"7956",7956,1e+05,7,"male",20,"no",175,110,2015-09-10,FALSE
"7957",7957,0,1,"female",67,"no",150,90,2015-09-21,TRUE
"7958",7958,12000,3,"male",61,"no",165,128,2015-09-20,FALSE
"7959",7959,14000,3,"male",27,"no",156,100,2015-09-23,FALSE
"7960",7960,4850,1,"male",74,"no",150,90,2015-09-19,FALSE
"7961",7961,3000,6,"male",58,"no",160,116,2015-09-23,FALSE
"7962",7962,4680,4,"male",53,"no",150,110,2015-09-01,FALSE
"7963",7963,0,4,"female",37,"no",156,102,2015-09-03,TRUE
"7964",7964,10000,4,"female",42,"no",158,97,2015-09-20,TRUE
"7965",7965,3000,3,"male",26,"no",168,100,2015-09-23,FALSE
"7966",7966,60000,6,"male",28,"yes",173,106,2015-09-02,FALSE
"7967",7967,14400,4,"male",71,"used to be",160,110,2015-09-04,FALSE
"7968",7968,35000,3,"female",50,"no",160,115,2015-09-19,TRUE
"7969",7969,1000,3,"female",50,"no",156,90,2015-09-21,TRUE
"7970",7970,15000,6,"female",43,"no",158,120,2015-09-10,TRUE
"7971",7971,15000,6,"male",43,"no",165,120,2015-09-22,FALSE
"7972",7972,0,3,"female",58,"no",157,110,2015-09-21,TRUE
"7973",7973,14400,1,"female",58,"no",150,100,2015-09-08,TRUE
"7974",7974,50000,10,"male",76,"used to be",171,128,2015-09-09,FALSE
"7975",7975,23000,7,"female",37,"no",151,98,2015-09-03,TRUE
"7976",7976,22800,6,"female",60,"used to be",163,94,2015-09-03,TRUE
"7977",7977,13200,4,"female",40,"no",156,110,2015-09-03,TRUE
"7978",7978,15600,7,"female",28,"no",162,112,2015-09-04,TRUE
"7979",7979,50000,6,"male",51,"yes",170,150,2015-09-22,FALSE
"7980",7980,40000,4,"male",24,"no",175,120,2015-09-20,FALSE
"7981",7981,2600,3,"male",66,"no",168,120,2015-09-01,FALSE
"7982",7982,4000,10,"male",23,"used to be",174,96,2015-08-31,FALSE
"7983",7983,25000,3,"female",80,"used to be",150,70,2015-09-03,TRUE
"7984",7984,36000,7,"female",33,"no",150,100,2015-09-07,TRUE
"7985",7985,10000,4,"male",26,"no",177,128,2015-09-07,FALSE
"7986",7986,15000,4,"male",43,"no",160,108,2015-09-04,FALSE
"7987",7987,18000,4,"male",27,"no",170,100,2015-09-07,FALSE
"7988",7988,0,1,"female",83,"no",152,80,2015-09-19,TRUE
"7989",7989,25000,6,"male",24,"no",183,165,2015-09-23,FALSE
"7990",7990,25000,7,"male",59,"no",159,122,2015-08-31,FALSE
"7991",7991,12000,3,"female",55,"no",155,110,2015-09-05,TRUE
"7992",7992,8400,6,"female",52,"no",150,120,2015-09-21,TRUE
"7993",7993,13000,4,"female",63,"used to be",163,128,2015-09-19,TRUE
"7994",7994,900,1,"female",83,"no",150,90,2015-09-23,TRUE
"7995",7995,2000,4,"male",56,"no",158,80,2015-09-20,FALSE
"7996",7996,1620,3,"female",75,"no",150,100,2015-09-20,TRUE
"7997",7997,0,3,"female",74,"no",158,86,2015-09-20,TRUE
"7998",7998,30000,7,"female",41,"used to be",150,103,2015-09-07,TRUE
"7999",7999,36000,12,"male",47,"yes",169,140,2015-09-06,FALSE
"8000",8000,6000,7,"male",42,"used to be",170,130,2015-09-04,FALSE
"8001",8001,800,3,"male",67,"no",170,100,2015-09-23,FALSE
"8002",8002,20000,7,"male",34,"no",165,106,2015-09-22,FALSE
"8003",8003,20000,1,"female",88,"used to be",150,100,2015-09-09,TRUE
"8004",8004,20400,4,"female",72,"used to be",153,120,2015-09-10,TRUE
"8005",8005,8000,6,"male",42,"no",167,140,2015-09-03,FALSE
"8006",8006,10000,3,"female",50,"no",150,110,2015-09-05,TRUE
"8007",8007,3000,3,"male",64,"no",153,110,2015-09-21,FALSE
"8008",8008,0,1,"female",52,"no",155,110,2015-09-19,TRUE
"8009",8009,48000,10,"male",76,"used to be",165,140,2015-09-10,FALSE
"8010",8010,40000,3,"male",64,"no",170,140,2015-09-20,FALSE
"8011",8011,18000,4,"male",54,"used to be",168,120,2015-09-04,FALSE
"8012",8012,50000,12,"female",29,"no",160,104,2015-09-04,TRUE
"8013",8013,3600,3,"female",39,"no",156,92,2015-09-22,TRUE
"8014",8014,0,3,"male",50,"no",169,110,2015-09-04,FALSE
"8015",8015,5000,3,"male",57,"no",160,135,2015-09-23,FALSE
"8016",8016,40000,4,"male",37,"no",165,110,2015-09-03,FALSE
"8017",8017,0,1,"female",68,"no",160,89,2015-09-21,TRUE
"8018",8018,5000,4,"male",42,"no",163,110,2015-09-23,FALSE
"8019",8019,400,1,"female",76,"no",155,70,2015-09-21,TRUE
"8020",8020,24000,7,"female",24,"no",159,85,2015-09-06,TRUE
"8021",8021,24000,1,"female",80,"no",159,117,2015-09-02,TRUE
"8022",8022,20000,4,"male",49,"no",165,145,2015-09-23,FALSE
"8023",8023,30000,6,"male",43,"no",163,120,2015-09-03,FALSE
"8024",8024,15000,7,"male",32,"used to be",162,110,2015-09-08,FALSE
"8025",8025,25000,6,"female",58,"no",156,84,2015-09-02,TRUE
"8026",8026,0,4,"female",37,"no",162,98,2015-09-23,TRUE
"8027",8027,39600,10,"male",76,"used to be",170,110,2015-09-05,FALSE
"8028",8028,0,4,"female",41,"no",150,90,2015-09-01,TRUE
"8029",8029,10000,4,"male",45,"no",170,150,2015-09-19,FALSE
"8030",8030,0,4,"male",63,"no",155,130,2015-09-19,FALSE
"8031",8031,24000,3,"male",48,"no",150,120,2015-09-22,FALSE
"8032",8032,90000,6,"female",47,"yes",155,108,2015-09-11,TRUE
"8033",8033,3000,3,"female",50,"no",155,98,2015-09-23,TRUE
"8034",8034,20000,6,"male",60,"no",158,104,2015-09-21,FALSE
"8035",8035,5000,4,"male",62,"no",168,120,2015-09-23,FALSE
"8036",8036,2900,2,"female",79,"no",150,84,2015-09-01,TRUE
"8037",8037,1200,4,"male",61,"no",168,91,2015-09-23,FALSE
"8038",8038,1200,4,"male",82,"no",150,90,2015-09-21,FALSE
"8039",8039,12000,3,"female",34,"no",158,109,2015-09-21,TRUE
"8040",8040,30000,12,"male",27,"no",170,130,2015-09-05,FALSE
